,Year,Country,y_ratio,GDP,Agri_land_cap,Basic_water,Eating_disorder,Employed_%,CO2_agri
0,2016,Albania,1.7374476987447698,12291.9,4093.9888658192294,93.8,0.14,15.962191318193739,0.38013032072438013
1,2016,Armenia,1.625466169419286,11303.1,5710.885728813986,99.0,0.13,11.513558415161093,0.31029341603053434
2,2016,Australia,1.7919498170412964,48116.0,141205.16628191987,99.0,1.11,1.2949913674111424,0.12140763918482671
3,2016,Austria,1.880267214799589,53345.7,3052.5626975894065,99.0,0.61,2.09782303259998,2.517255455645146
4,2016,Azerbaijan,1.6537842190016103,14232.2,4902.403348547937,93.2,0.15,17.76492108034467,0.7763461135554158
5,2016,Bangladesh,1.3934794828555368,4641.6,601.4926766118685,97.2,0.11,16.077164753546132,0.8048338228685747
6,2016,Barbados,1.5387840670859538,15752.4,349.89748003834876,98.5,0.25,1.3313599115459172,12.83
7,2016,Belarus,1.7163232963549921,17883.1,9033.481909850874,96.5,0.14,5.00534744185623,0.7014309655794766
8,2016,Belgium,1.9393627954779034,49829.9,1189.6702311269976,99.0,0.47,0.5054689337805136,7.393544566183002
9,2016,Belize,1.5204313280363224,7132.1,4614.561928778308,97.6,0.2,7.257077245052239,0.3664705882352941
10,2016,Bosnia and Herzegovina,1.7128045619491965,13194.3,6523.41534015521,96.2,0.14,4.248134300259608,0.9838841104572206
11,2016,Brazil,1.7147401908801696,14451.2,11454.9621344379,98.0,0.24,4.38007137418452,0.20865095126588443
12,2016,Bulgaria,1.4715404699738903,20740.8,7020.464913894788,99.0,0.16,2.848734358806859,0.9062338179645489
13,2016,Cambodia,1.489216799091941,3728.1,3554.4189533492026,69.1,0.08,21.322004098618,0.18795503211991432
14,2016,Canada,1.8169526781071244,47457.6,15955.280139537925,99.0,0.47,0.7949687408439231,0.9639397071490096
15,2016,Chile,1.6056563500533618,24430.2,8645.031443667202,99.0,0.39,4.2248885610425395,0.5361013352983776
16,2016,Colombia,1.6345624656026416,14194.5,9283.436520914312,96.6,0.23,7.314597797598458,0.20848780269659908
17,2016,Costa Rica,1.5848855774348058,19736.7,3628.0426572090587,99.0,0.24,4.963876737582399,0.44573839662447257
18,2016,Cyprus,1.5630468347915594,36509.1,934.8062577925448,99.0,0.44,1.1304156849876388,6.740104214279184
19,2016,Czechia,1.6661522633744856,37015.0,3284.7192374931115,99.0,0.2,1.4038972892402466,3.0586295871559632
20,2016,Denmark,1.72452636968766,54185.0,4596.289561164741,99.0,0.52,1.1177925483765123,1.4098891470801114
21,2016,Dominican Republic,1.5379609544468547,16166.6,2336.0850215691144,96.4,0.23,3.6595074813387294,1.014615067929189
22,2016,Ecuador,1.4375,11551.6,3344.8314440836775,93.8,0.3,12.223745938343162,0.7161711385061639
23,2016,El Salvador,1.4841449603624008,8309.9,1910.1224533077245,96.6,0.2,8.013908447851266,0.5474013672679351
24,2016,Estonia,1.612108773730118,32008.9,7618.645400290314,99.0,0.18,1.9017749240983908,1.7514456630109672
25,2016,Eswatini,1.397399660825325,8321.0,10969.538435575056,67.6,0.16,3.38188536024431,0.08633387888707036
26,2016,Fiji,1.4939824945295406,12820.8,3609.5579351815554,94.3,0.11,7.1568742076510246,0.40012702445220705
27,2016,Finland,1.7131862493586454,46206.8,4138.083574372912,99.0,0.52,1.715112863273717,2.076
28,2016,France,1.8472803347280335,43705.1,4440.867811553448,99.0,0.51,1.1620906596980236,1.1615668085206845
29,2016,Georgia,1.4863013698630136,12963.7,5961.961490311065,96.4,0.13,18.677276334922773,0.42046783625731
30,2016,Germany,1.823167606355715,51879.7,2026.7958002075488,99.0,0.46,0.6568173726438848,4.806332913140045
31,2016,Greece,1.724031007751938,28239.9,5780.399640778684,99.0,0.48,4.2817914679379525,1.163184485006519
32,2016,Guatemala,1.4719432959243945,8206.0,2325.2619326761896,92.5,0.19,11.469903235093026,0.4386151452282158
33,2016,Honduras,1.502262443438914,5395.6,3695.4763529423694,93.8,0.17,10.366922185953005,0.2712492702860479
34,2016,Hungary,1.6766374419804022,28218.3,5415.786165650054,99.0,0.19,2.246905301667082,0.8911775842483908
35,2016,Iceland,1.8402885110767646,54665.8,56350.06878200169,99.0,0.49,2.2287174640060923,0.18627136752136753
36,2016,Indonesia,1.6353932584269664,10531.1,2301.606983525204,89.3,0.11,14.541763966273521,0.9316378737541529
37,2016,Ireland,1.972617166929963,72150.0,9499.998935216438,97.4,0.48,2.3923770015268997,0.9001569154898005
38,2016,Israel,1.9786276715410573,38214.5,680.7264633892482,99.0,0.41,0.4579611946453464,11.090398550724638
39,2016,Italy,1.7961717537506467,40837.7,2111.993412532317,99.0,0.58,1.4572292980631971,2.79473150171714
40,2016,Jamaica,1.4272051009564293,9553.1,1527.7461408926029,90.6,0.2,6.721738932958783,1.8385135135135136
41,2016,Japan,1.4512654819601507,40728.0,349.944096606674,99.0,0.42,1.7375886702456194,26.922791321851935
42,2016,Kuwait,1.799163179916318,54709.0,379.08827752901163,99.0,0.37,0.06616354070473016,67.23933333333333
43,2016,Latvia,1.7059756742464305,27509.2,9780.855153690107,98.6,0.17,3.4780538580180473,0.3733816675297773
44,2016,Lithuania,1.7921940928270041,31925.8,10222.681347127844,97.1,0.18,3.7575335994642773,0.45197873997088595
45,2016,Luxembourg,1.7576064908722109,116284.0,2255.457768969696,99.0,0.62,0.41051951952988786,6.959763032812607
46,2016,Malaysia,1.542188350571584,25541.8,2793.2531221146,97.1,0.15,5.246596898019244,2.9233578345583946
47,2016,Maldives,1.2666314677930306,17583.6,134.5937476998139,99.0,0.12,2.706175539689383,22.4375
