,Year,Country,y_ratio,GDP,Basic_water,Eating_disorder,Employed_%,Fat,Protein,Carbohydrate
0,2017,Afghanistan,1.3741050119331741,2058.4,66.8,0.12,7.54966620663571,40.3,58.0,427.075
1,2017,Albania,1.7404500261643119,12771.0,94.1,0.14,15.73344003073329,116.7,113.3,455.62499999999994
2,2017,Algeria,1.8994946659180236,11737.4,93.8,0.22,2.6627058243440267,94.9,89.3,542.9250000000001
3,2017,Armenia,1.6384,12115.1,99.0,0.13,10.76854742394107,96.0,97.0,455.0
4,2017,Australia,1.7812663526949242,48398.5,99.0,1.11,1.295090182398589,159.3,107.0,385.575
5,2017,Austria,1.895629820051414,54173.0,99.0,0.61,1.8982977361879987,164.3,108.3,443.77500000000003
6,2017,Azerbaijan,1.684747583243824,14121.4,93.9,0.15,17.804040012529814,65.7,92.0,544.425
7,2017,Bangladesh,1.4242424242424243,4894.6,97.4,0.12,15.463252300347714,33.0,59.0,501.25
8,2017,Barbados,1.5256813417190775,15800.4,98.5,0.25,1.4083129242669328,92.0,87.3,433.45
9,2017,Belarus,1.7241014799154335,18356.1,96.5,0.14,5.545609298733693,130.7,89.0,432.42499999999995
10,2017,Belgium,1.9362795477903392,50442.3,99.0,0.48,0.47256718009287774,164.7,98.3,473.12499999999994
11,2017,Belize,1.5365439093484419,7140.9,98.0,0.2,6.858625507284945,79.4,68.7,430.65000000000003
12,2017,Bosnia and Herzegovina,1.6981327800829875,13753.8,96.1,0.14,4.592643249330008,86.7,98.0,525.425
13,2017,Brazil,1.7232237539766702,14524.6,98.5,0.24,4.067539555062991,125.3,94.3,436.27500000000003
14,2017,Bulgaria,1.4764890282131662,21469.9,99.0,0.16,3.111024192771736,97.0,84.3,403.95
15,2017,Cambodia,1.4968803176403858,3928.4,69.7,0.08,21.72136479957135,37.7,65.3,509.62499999999994
16,2017,Canada,1.8224882873503383,48317.2,99.0,0.47,0.7613860665911505,157.7,104.3,416.12499999999994
17,2017,Chile,1.6098081023454158,24411.5,99.0,0.39,4.145679073303954,90.0,90.7,461.8
18,2017,Colombia,1.6096756459593182,14171.3,96.9,0.23,7.516533890396379,88.4,70.3,462.8
19,2017,Costa Rica,1.6019159127195317,20347.0,99.0,0.25,5.178693543678681,102.0,80.0,443.0
20,2017,Cyprus,1.5648815653964985,38288.0,99.0,0.44,0.8134374854304327,115.3,92.0,408.325
21,2017,Czechia,1.685890834191555,38824.9,99.0,0.2,1.3751767685690637,140.7,86.7,415.225
22,2017,Denmark,1.7393753200204813,55356.7,99.0,0.52,1.0169955150457664,134.0,115.3,432.45
23,2017,Djibouti,1.4830736163353035,4905.0,75.9,0.11,0.10666242982734879,62.3,68.7,481.12500000000006
24,2017,Dominican Republic,1.5555555555555556,16735.4,96.5,0.23,3.992452852443011,101.3,64.7,424.87500000000006
25,2017,Ecuador,1.4398200224971878,11617.9,94.3,0.3,12.813466690846473,96.0,62.3,361.7
26,2017,Egypt,1.8619153674832962,11014.5,99.0,0.21,6.750324586879623,57.7,97.0,609.175
27,2017,El Salvador,1.5065082059988681,8454.1,97.2,0.21,8.002286743338107,61.7,75.3,451.37499999999994
28,2017,Estonia,1.6100564391995895,33821.9,99.0,0.19,1.752932607441778,121.0,102.7,409.55
29,2017,Finland,1.7112820512820512,47570.1,99.0,0.52,1.6853698135418913,139.7,117.7,402.22499999999997
30,2017,France,1.8348144276006273,44577.1,99.0,0.51,1.0639886992656917,149.0,108.7,433.55
31,2017,Georgia,1.4686015831134565,13589.7,97.0,0.13,18.35799081153774,71.3,75.3,460.02500000000003
32,2017,Germany,1.8182751540041069,53071.5,99.0,0.46,0.6435679235438456,147.3,104.3,449.77500000000003
33,2017,Ghana,1.6844469399213924,5115.9,82.4,0.12,9.34684121649928,39.3,60.0,601.575
34,2017,Greece,1.7422520661157024,28604.9,99.0,0.48,4.28933428790848,149.3,106.3,401.025
35,2017,Guatemala,1.4952830188679245,8322.2,92.9,0.19,12.565017820301035,62.3,69.3,424.52500000000003
36,2017,Honduras,1.5005643340857788,5562.0,94.2,0.17,12.438540776683379,84.3,61.3,413.77500000000003
37,2017,Hungary,1.697626418988648,29501.1,99.0,0.19,2.2887469061612844,152.3,88.0,391.825
38,2017,Iceland,1.8805355303810505,55638.5,99.0,0.49,2.1731784267109253,166.0,143.0,396.5
39,2017,Indonesia,1.6784511784511784,10935.6,90.1,0.11,14.284548869375794,59.7,68.0,545.425
40,2017,Ireland,2.0173592845870596,77749.2,97.4,0.49,2.321911959339244,144.1,114.4,520.1250000000001
41,2017,Israel,2.005061867266592,39121.3,99.0,0.41,0.4534654205172147,153.0,125.7,421.3
42,2017,Italy,1.7987584066218314,41581.1,99.0,0.59,1.4359154912863723,145.7,104.0,437.42499999999995
43,2017,Jamaica,1.464152947424323,9600.1,90.7,0.2,6.898681478803416,76.7,73.3,443.37499999999994
44,2017,Japan,1.4596340150699678,41444.2,99.0,0.42,1.733296247590875,88.0,86.0,394.0
45,2017,Jordan,1.5174515235457064,10003.6,99.0,0.2,0.7077982063880055,90.3,69.3,412.27500000000003
46,2017,Kazakhstan,1.7855183763027975,24863.0,95.4,0.17,7.295344298215534,126.3,100.0,429.57500000000005
47,2017,Kuwait,1.8003136434918976,50855.6,99.0,0.37,1.427010464726972,107.4,99.7,519.65
48,2017,Kyrgyzstan,1.4997229916897508,5046.7,89.6,0.1,8.746250036552501,66.7,83.7,442.97499999999997
49,2017,Latvia,1.7051961823966066,28673.6,98.6,0.18,3.14792140011491,126.0,100.4,420.1
