,Year,Country,Undernourishment,GDP,Agri_land_cap,Basic_water,Fat,Protein,Carbohydrate
57,2013,Israel,2.5,1545.2,17621.58050192157,63.7,148.0,125.0,430.0
58,2013,Italy,2.5,11429.3,73.79481597401146,50.7,149.3,107.3,451.52500000000003
59,2013,Jamaica,10.100000381469728,45328.6,3696.072704121789,99.0,75.3,73.0,436.82500000000005
60,2013,Japan,2.5,42816.3,353.6631616657438,64.9,86.7,87.0,401.42499999999995
61,2013,Jordan,7.900000095367432,15342.2,254718.0464543223,39.0,90.7,72.3,428.62499999999994
62,2013,Kazakhstan,2.5999999046325684,2131.4,16228.009226765607,94.3,128.0,93.7,419.55
63,2013,Kenya,22.100000381469727,11740.1,1198.374762170391,99.0,45.2,62.0,386.55
64,2013,Kiribati,4.300000190734863,49954.2,3151.445493896392,99.0,125.7,69.7,406.975
65,2013,Kuwait,2.5,4769.1,435.573911164474,99.0,107.9,101.7,529.275
66,2013,Latvia,2.5,27810.9,3227.462774150957,83.4,121.6,93.6,426.55000000000007
67,2013,Lebanon,12.600000381469728,13427.6,3048.765638381496,78.5,93.9,72.9,468.32500000000005
68,2013,Lesotho,14.800000190734863,7734.1,13507.331424560076,95.5,44.7,69.6,423.07500000000005
69,2013,Liberia,36.0,2035.3,5301.133125738377,99.0,58.4,38.4,370.20000000000005
70,2013,Lithuania,2.5,1770.5,9609.370482210003,77.9,94.3,117.0,511.82500000000005
71,2013,Luxembourg,2.5,11117.5,2412.294444423965,99.0,139.0,113.0,459.0
72,2013,Madagascar,33.099998474121094,3057.9,817.4638499803582,99.0,22.0,44.6,410.15
73,2013,Malawi,16.200000762939453,5113.5,19309.581296178294,95.6,43.0,68.0,488.25
74,2013,Malaysia,3.200000047683716,25343.7,13877.330573725732,91.4,90.7,78.3,436.87499999999994
75,2013,Mali,4.800000190734863,50168.7,60478.3483184714,63.4,58.3,82.0,504.07500000000005
76,2013,Malta,2.5,4818.5,29567.470150934896,58.6,115.7,110.7,473.47499999999997
77,2013,Mauritania,7.300000190734863,9457.0,107926.73838381536,94.1,71.3,80.0,479.32500000000005
78,2013,Mauritius,5.599999904632568,14478.3,81.48420735699641,63.6,92.0,85.7,468.55
79,2013,Mexico,4.300000190734863,10170.2,1059.2696147917698,92.2,97.3,88.3,469.27500000000003
80,2013,Mongolia,14.699999809265137,53435.6,774.277591338418,99.0,115.8,80.7,307.75
81,2013,Montenegro,2.5,36423.2,1820575.3406286023,99.0,135.3,107.3,438.27500000000003
82,2013,Morocco,4.400000095367432,40268.1,11763.361073522297,87.2,67.0,97.0,591.0
83,2013,Myanmar,10.5,9427.7,16.585518481821808,86.9,81.3,88.7,402.62500000000006
84,2013,Namibia,26.5,39569.6,25072.68841006024,96.5,52.7,62.0,412.925
85,2013,Nepal,7.0,10414.9,2994.153018372099,92.5,56.3,68.3,482.02500000000003
86,2013,Netherlands,2.5,23720.8,23040.91925721904,97.3,126.3,110.3,412.27500000000003
87,2013,New Zealand,2.5,3887.7,151171.0761866886,99.0,117.0,91.3,446.45
88,2013,Nicaragua,18.100000381469727,2029.4,8354.691542808845,99.0,58.3,62.0,442.82500000000005
89,2013,Nigeria,9.0,58995.4,107.56506324005997,90.1,57.4,60.3,460.55
90,2013,North Macedonia,3.5999999046325684,4631.4,4754.874245266887,98.8,101.0,78.3,431.7
91,2013,Norway,2.5,5841.9,8113.067137057877,99.0,141.7,113.6,437.57499999999993
92,2013,Oman,6.800000190734863,24715.7,29499.53583253316,94.6,79.1,87.0,490.775
93,2013,Pakistan,15.100000381469728,17439.5,74.21803108634911,56.8,75.3,61.7,372.87500000000006
94,2013,Panama,8.5,2614.1,94591.32142876697,72.1,80.7,78.0,429.92499999999995
95,2013,Papua New Guinea,22.799999237060547,1704.9,2879.9284267809976,99.0,62.0,63.0,348.25
96,2013,Paraguay,7.699999809265137,24534.0,38350.72661315432,87.2,90.6,64.7,418.2
97,2013,Peru,5.599999904632568,28589.0,4187.8840139173835,73.7,56.7,82.3,468.37499999999994
98,2013,Philippines,13.800000190734863,113051.0,120.35817946905496,98.4,52.7,59.3,459.37499999999994
99,2013,Poland,2.5,1531.8,3776.399020872244,90.5,119.7,100.7,480.97499999999997
100,2013,Portugal,2.5,1418.1,3533.9359927050687,69.9,135.0,111.0,439.75
101,2013,Romania,2.5,22855.9,8222.480948979724,71.4,112.3,103.0,483.57500000000005
102,2013,Rwanda,34.70000076293945,17133.1,12861.259887353677,95.5,24.3,59.0,435.075
103,2013,Samoa,3.799999952316284,1995.2,96611.64478375771,95.7,132.3,86.3,355.025
104,2013,Sao Tome and Principe,13.100000381469728,35325.2,9022209.95855807,99.0,71.7,53.7,383.47499999999997
105,2013,Saudi Arabia,4.599999904632568,3594.5,22692.143080517148,47.1,107.3,90.7,481.62500000000006
106,2013,Senegal,11.5,4846.7,6434.2794727983,64.6,68.9,59.6,390.625
107,2013,Serbia,3.200000047683716,18579.4,124.45492108212545,97.0,82.3,83.0,414.07500000000005
108,2013,Sierra Leone,25.299999237060547,18600.4,5752.716173937113,98.2,52.0,51.7,411.3
109,2013,Slovenia,2.5,3467.7,6014.19209740587,71.1,114.3,97.3,437.52500000000003
110,2013,Solomon Islands,18.799999237060547,10371.3,61106.647833384966,99.0,46.3,56.0,436.325
111,2013,South Africa,4.300000190734863,17381.7,8.195633649513429,88.2,87.6,80.7,462.95
112,2013,Spain,2.5,6827.9,17.7283218208623,63.3,143.7,104.0,365.175
113,2013,Sri Lanka,9.199999809265137,1165.4,295.31455469405006,99.0,46.3,62.0,479.57500000000005
114,2013,Sudan,11.600000381469728,3330.5,818.9562111660172,97.2,65.0,73.7,423.8
115,2013,Suriname,7.699999809265137,9990.7,22327.994957015868,87.9,79.7,63.0,449.42499999999995
116,2013,Sweden,2.5,10491.9,52023.20312214078,79.0,133.7,107.0,388.675
117,2013,Switzerland,2.5,3033.8,4710.887180911386,96.9,156.0,93.7,403.05
118,2013,Thailand,8.199999809265137,51640.1,3273.92468523364,81.0,58.7,61.3,491.87499999999994
119,2013,Togo,19.600000381469727,39521.1,48654.71957825483,46.5,51.0,55.7,440.3
120,2013,Trinidad and Tobago,6.599999904632568,5263.5,398.90434273861126,69.7,89.7,84.0,466.17499999999995
121,2013,Tunisia,2.900000095367432,1098.6,9077.920476028876,81.7,94.3,98.7,538.375
122,2013,Turkmenistan,4.5,5329.1,77381.83086686434,99.0,80.7,89.4,441.025
123,2013,Ukraine,2.5,14108.9,3167.9519070687593,86.8,86.7,89.0,508.17499999999995
124,2013,United Arab Emirates,3.5999999046325684,61879.0,27245.32578495023,99.0,108.7,78.0,442.92499999999995
125,2013,Uruguay,2.5,36831.1,551.7142084995851,97.7,106.0,87.0,457.75
126,2013,Uzbekistan,2.5,4580.7,20.37909799439608,99.0,87.7,95.0,498.92499999999995
127,2013,Vanuatu,6.400000095367432,16273.8,3753979.35605544,81.2,101.6,67.0,399.65
