,Year,Country,y_ratio,GDP,Basic_water,Eating_disorder,Employed_%,Fat,Protein,Carbohydrate
0,2016,Albania,1.7374476987447698,12291.9,93.8,0.14,15.962191318193739,115.0,113.0,458.75
1,2016,Armenia,1.625466169419286,11303.1,99.0,0.13,11.513558415161093,95.0,97.0,452.0
2,2016,Australia,1.7919498170412964,48116.0,99.0,1.11,1.2949913674111424,159.0,107.3,391.95
3,2016,Austria,1.880267214799589,53345.7,99.0,0.61,2.09782303259998,163.3,107.7,439.62500000000006
4,2016,Azerbaijan,1.6537842190016103,14232.2,93.2,0.15,17.76492108034467,65.0,90.7,533.3
5,2016,Bangladesh,1.3934794828555368,4641.6,97.2,0.11,16.077164753546132,32.7,58.0,488.17499999999995
6,2016,Barbados,1.5387840670859538,15752.4,98.5,0.25,1.3313599115459172,93.7,87.3,435.87499999999994
7,2016,Belarus,1.7163232963549921,17883.1,96.5,0.14,5.00534744185623,131.0,88.3,429.2
8,2016,Belgium,1.9393627954779034,49829.9,99.0,0.47,0.5054689337805136,165.7,98.3,472.37499999999994
9,2016,Belize,1.5204313280363224,7132.1,97.6,0.2,7.257077245052239,74.0,68.0,435.25
10,2016,Bosnia and Herzegovina,1.7128045619491965,13194.3,96.2,0.14,4.248134300259608,85.7,97.3,535.875
11,2016,Brazil,1.7147401908801696,14451.2,98.0,0.24,4.38007137418452,124.7,93.0,434.92499999999995
12,2016,Bulgaria,1.4715404699738903,20740.8,99.0,0.16,2.848734358806859,92.3,83.7,413.12500000000006
13,2016,Cambodia,1.489216799091941,3728.1,69.1,0.08,21.322004098618,37.7,65.0,506.17499999999995
14,2016,Canada,1.8169526781071244,47457.6,99.0,0.47,0.7949687408439231,157.3,101.0,418.57500000000005
15,2016,Chile,1.6056563500533618,24430.2,99.0,0.39,4.2248885610425395,90.0,88.4,461.35
16,2016,Colombia,1.6345624656026416,14194.5,96.6,0.23,7.314597797598458,87.0,69.3,477.45
17,2016,Costa Rica,1.5848855774348058,19736.7,99.0,0.24,4.963876737582399,99.0,78.0,443.75
18,2016,Cyprus,1.5630468347915594,36509.1,99.0,0.44,1.1304156849876388,114.0,92.0,410.75
19,2016,Czechia,1.6661522633744856,37015.0,99.0,0.2,1.4038972892402466,134.0,87.0,421.25
20,2016,Denmark,1.72452636968766,54185.0,99.0,0.52,1.1177925483765123,132.3,112.7,431.62500000000006
21,2016,Dominican Republic,1.5379609544468547,16166.6,96.4,0.23,3.6595074813387294,100.4,62.3,420.8
22,2016,Ecuador,1.4375,11551.6,93.8,0.3,12.223745938343162,96.7,63.3,357.37499999999994
23,2016,Egypt,1.8574610244988865,10795.8,99.0,0.2,6.8587515344043695,57.3,97.3,607.7750000000001
24,2016,El Salvador,1.4841449603624008,8309.9,96.6,0.2,8.013908447851266,60.7,75.3,443.37499999999994
25,2016,Estonia,1.612108773730118,32008.9,99.0,0.18,1.9017749240983908,119.3,102.0,415.07500000000005
26,2016,Eswatini,1.397399660825325,8321.0,67.6,0.16,3.38188536024431,53.7,59.0,438.175
27,2016,Fiji,1.4939824945295406,12820.8,94.3,0.11,7.1568742076510246,71.7,71.3,450.12499999999994
28,2016,Finland,1.7131862493586454,46206.8,99.0,0.52,1.715112863273717,139.7,117.7,402.72499999999997
29,2016,France,1.8472803347280335,43705.1,99.0,0.51,1.1620906596980236,148.7,108.7,439.72499999999997
30,2016,Georgia,1.4863013698630136,12963.7,96.4,0.13,18.677276334922773,69.7,75.0,473.42499999999995
31,2016,Germany,1.823167606355715,51879.7,99.0,0.46,0.6568173726438848,144.7,104.3,459.37499999999994
32,2016,Greece,1.724031007751938,28239.9,99.0,0.48,4.2817914679379525,147.7,105.3,396.375
33,2016,Guatemala,1.4719432959243945,8206.0,92.5,0.19,11.469903235093026,62.3,69.7,413.12500000000006
34,2016,Honduras,1.502262443438914,5395.6,93.8,0.17,10.366922185953005,83.3,60.3,416.27500000000003
35,2016,Hungary,1.6766374419804022,28218.3,99.0,0.19,2.246905301667082,149.0,86.7,390.8
36,2016,Iceland,1.8402885110767646,54665.8,99.0,0.49,2.2287174640060923,165.3,141.3,379.77500000000003
37,2016,Indonesia,1.6353932584269664,10531.1,89.3,0.11,14.541763966273521,55.1,66.0,537.775
38,2016,Ireland,1.972617166929963,72150.0,97.4,0.48,2.3923770015268997,140.0,113.3,508.2
39,2016,Israel,1.9786276715410573,38214.5,99.0,0.41,0.4579611946453464,153.0,123.7,411.55
40,2016,Italy,1.7961717537506467,40837.7,99.0,0.58,1.4572292980631971,146.0,103.7,435.8
41,2016,Jamaica,1.4272051009564293,9553.1,90.6,0.2,6.721738932958783,77.0,72.0,426.25
42,2016,Japan,1.4512654819601507,40728.0,99.0,0.42,1.7375886702456194,87.3,85.7,391.62500000000006
43,2016,Kuwait,1.799163179916318,54709.0,99.0,0.37,0.06616354070473016,106.0,100.0,521.5
44,2016,Kyrgyzstan,1.4753462603878116,4912.4,89.0,0.1,10.425862815748971,65.3,83.3,435.52500000000003
45,2016,Latvia,1.7059756742464305,27509.2,98.6,0.17,3.4780538580180473,124.7,99.6,426.32499999999993
46,2016,Lithuania,1.7921940928270041,31925.8,97.1,0.18,3.7575335994642773,98.3,124.3,504.02500000000003
47,2016,Luxembourg,1.7576064908722109,116284.0,99.0,0.62,0.41051951952988786,140.0,110.6,440.9
48,2016,Malaysia,1.542188350571584,25541.8,97.1,0.15,5.246596898019244,92.3,77.7,422.87500000000006
49,2016,Mali,1.7280966767371602,2198.6,76.0,0.09,19.716981174084832,57.0,79.7,507.05
50,2016,Malta,1.7459989674754774,40303.5,99.0,0.44,0.5574422321537083,116.3,113.7,470.12500000000006
51,2016,Mauritius,1.6042666666666667,20646.9,99.0,0.14,3.0709978048451902,92.3,86.0,458.32500000000005
52,2016,Mexico,1.7254901960784315,19539.3,98.5,0.25,5.440746683801363,99.3,89.7,478.87500000000006
53,2016,Mongolia,1.53615127919911,10962.0,81.7,0.14,11.402067427964917,124.7,91.7,318.225
54,2016,Montenegro,1.8193717277486912,18797.9,97.6,0.16,2.7675438526569858,137.7,111.0,447.92499999999995
55,2016,Namibia,1.400800457404231,10471.3,82.9,0.16,5.632804137666643,56.0,64.0,422.5
56,2016,Netherlands,1.6443429731100965,53847.8,99.0,0.42,1.0312646521588529,128.0,105.3,416.95
57,2016,New Zealand,1.6500785751702463,41620.3,99.0,0.66,3.5145028239432614,113.0,92.7,440.55
58,2016,North Macedonia,1.5685358255451713,15553.4,97.5,0.15,5.680702978643237,102.0,81.7,444.05
59,2016,Norway,1.7444956477214542,63104.1,99.0,0.5,1.0465153924527943,140.7,112.3,422.87499999999994
60,2016,Pakistan,1.4082332761578045,4977.3,89.6,0.12,12.27538724880097,76.7,65.0,378.17499999999995
61,2016,Panama,1.5727119595732735,29332.4,93.2,0.29,6.738099608305324,80.0,78.7,441.55
62,2016,Paraguay,1.4895947426067908,12170.8,98.1,0.22,9.81909087180383,86.7,66.0,418.92499999999995
63,2016,Peru,1.5431131019036954,12403.7,90.9,0.3,15.05612293796722,57.7,86.3,472.87499999999994
64,2016,Philippines,1.5138089758342923,7705.1,92.4,0.1,10.672670008597793,55.7,61.3,471.12499999999994
65,2016,Poland,1.786231884057971,28682.7,99.0,0.2,4.495488456988587,123.0,102.7,483.3
66,2016,Portugal,1.7664576802507836,31847.5,99.0,0.46,3.0833641630365096,135.0,113.0,428.5
67,2016,Romania,1.837851929092805,25145.0,99.0,0.17,9.86007472110922,121.3,108.3,500.02500000000003
68,2016,Saudi Arabia,1.7739689341189073,48625.8,99.0,0.29,1.790324726314506,106.0,90.0,499.5
69,2016,Senegal,1.4527220630372493,3068.1,79.9,0.1,9.025015750143696,66.4,61.7,422.65000000000003
70,2016,Serbia,1.4678851174934726,16182.8,93.8,0.15,5.7163103121167325,83.7,84.0,430.42499999999995
71,2016,Slovakia,1.4488229273285569,29236.9,99.0,0.19,1.321848342181488,127.0,68.3,353.7
72,2016,Slovenia,1.6513569937369519,34853.0,99.0,0.2,2.1988183424492758,113.3,97.3,438.77500000000003
73,2016,South Africa,1.5645855758880516,13897.1,92.3,0.17,1.5813310672597436,87.3,80.3,450.02500000000003
74,2016,Spain,1.702548101924077,38477.6,99.0,0.64,1.661023732574244,149.3,106.3,376.275
75,2016,Sri Lanka,1.5165823496346262,12287.5,90.8,0.12,10.246209798518427,49.0,66.3,497.95
76,2016,Suriname,1.4733115468409586,18180.6,96.2,0.24,2.5313206451601484,77.7,61.0,440.42499999999995
77,2016,Sweden,1.6445131375579598,51334.4,99.0,0.55,0.9351562824858838,135.7,106.3,386.375
78,2016,Switzerland,1.7137035150280184,68663.2,99.0,0.54,1.7995170595405803,156.0,96.3,393.7
79,2016,Thailand,1.4700582935877053,16782.1,99.0,0.13,17.03116072375135,65.0,61.3,485.95
80,2016,Trinidad and Tobago,1.5852485301977552,28161.6,98.5,0.3,1.4409504320310578,88.0,85.3,458.2
81,2016,Tunisia,1.897196261682243,11114.5,95.4,0.21,4.444785721653561,95.7,100.0,547.425
82,2016,Ukraine,1.620020964360587,11536.3,93.7,0.13,5.6785717704288805,79.3,87.3,507.02500000000003
83,2016,United Arab Emirates,1.489496824621397,66510.9,99.0,0.31,0.10754221648920119,109.0,81.7,435.3
84,2016,Uruguay,1.6881720430107527,22724.0,99.0,0.37,3.9510078299975557,105.7,83.7,463.47499999999997
85,2016,Uzbekistan,1.7701086956521739,6663.9,97.7,0.12,11.598271521366142,89.7,99.0,513.425
